ID,condition,condition_code,age,gender,initial_confidence,initial_satisfaction,choice_difficulty,product_involvement,category_knowledge,prior_return_frequency,platform_use_frequency,ad_skepticism,maximizing_tendency,price_sensitivity,IDN1,IDN2,IDN3,SIM1,SIM2,SIM3,ADV1,ADV2,ADV3,REP1,REP2,REP3,PAL1,PAL2,PAL3,PAL4,TRU1,TRU2,TRU3,TRU4,CLO1,CLO2,CLO3,CLO4,CLO5,CFT1,CFT2,CFT3,CFT4,REG1,REG2,REG3,REG4,RET1,RET2,RET3,RET4,RET5,AVO1,AVO2,AVO3,AVO4,AVO5,IRR1,IRR2,IRR3,IRR4,IRR5,ACC1,ACC2,ACC3,FIT1,FIT2,FIT3,PAL,Trust,Closure,Counterfactual,Regret,Return,Avoidance,Irritation,Accuracy,CurrentFit,same_vs_rest,superior_vs_rest
S1-0261,Superior-alternative,3,40,Female,6,5,5,6,4,1,6,4,5,6,1,2,2,5,6,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,3,4,4,3,6,5,5,6,5,5,5,5,5,4,6,5,3,5,4,4,4,4,5,4,5,5,5,5,6,5,3,3,2,4.75,4.5,3.6,5.5,5.0,5.0,4.2,4.8,5.333333333333333,2.6666666666666665,-0.3333333333333333,1.0
S1-0262,Same-product,1,21,Male,5,4,4,7,4,2,5,4,5,7,4,6,5,7,7,7,2,2,2,5,5,6,2,2,1,2,3,3,3,2,4,5,4,4,5,3,4,4,2,2,3,3,3,3,4,3,4,5,6,5,6,5,6,4,5,4,5,4,4,5,5,3,2,3,1.75,2.75,4.4,3.25,2.75,3.4,5.6,4.4,4.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0263,Unrelated,0,29,Nonbinary/Other,6,6,3,4,6,4,5,5,5,6,1,1,1,2,2,2,3,1,2,2,3,1,6,6,5,5,4,5,5,5,5,4,4,6,5,2,2,2,2,2,3,3,2,3,3,3,2,5,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,6,5.5,4.75,4.8,2.0,2.5,2.8,3.2,3.0,3.3333333333333335,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0264,Unrelated,0,30,Female,5,6,4,5,4,3,6,3,4,3,2,2,3,2,2,2,2,2,2,2,3,3,3,4,5,4,4,4,5,5,6,5,6,4,5,3,2,2,2,1,3,3,2,3,2,3,2,6,4,3,3,4,3,3,2,1,4,2,4,4,3,5,5,5,4.0,4.5,5.2,2.25,2.25,2.4,3.4,2.4,3.6666666666666665,5.0,-0.3333333333333333,-0.3333333333333333
S1-0265,Unrelated,0,38,Nonbinary/Other,4,5,4,5,5,2,7,4,5,5,1,1,1,2,3,3,2,2,1,2,2,2,6,4,5,5,6,5,4,5,6,6,4,5,5,2,2,3,2,2,3,2,2,3,3,2,3,5,3,2,2,3,3,3,2,2,3,2,3,3,2,4,5,5,5.0,5.0,5.2,2.25,2.25,2.8,2.6,2.4,2.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0266,Unrelated,0,36,Female,5,5,3,4,6,3,4,5,3,5,2,1,2,3,3,2,1,2,2,2,2,3,5,5,6,5,5,5,5,6,5,4,5,5,4,3,2,3,3,3,3,3,3,3,3,2,3,5,2,2,2,2,2,2,4,4,3,2,3,4,4,5,5,5,5.25,5.25,4.6,2.75,3.0,2.8,2.0,3.0,3.6666666666666665,5.0,-0.3333333333333333,-0.3333333333333333
S1-0267,Similar-product,2,34,Male,4,6,3,6,5,5,5,6,6,7,2,2,3,6,6,4,3,3,4,5,4,5,4,5,5,5,5,5,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,2,3,5,3,4,3,3,4,3,4,4,3,3,3,3,5,6,5,3,3,3,4.75,4.5,3.8,3.25,3.75,3.4,3.4,3.2,5.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0268,Same-product,1,25,Female,5,5,3,4,5,3,6,4,4,5,4,6,6,5,6,7,3,2,3,6,6,5,2,3,4,3,5,4,3,3,5,5,4,5,5,3,3,3,3,2,2,3,3,2,1,2,3,5,4,5,5,5,5,6,7,6,6,7,5,6,5,3,3,3,3.0,3.75,4.8,3.0,2.5,2.2,4.8,6.4,5.333333333333333,3.0,1.0,-0.3333333333333333
S1-0269,Superior-alternative,3,38,Female,6,5,5,5,4,3,6,5,5,6,2,2,2,5,6,6,5,5,6,4,4,4,5,5,6,5,4,4,4,4,3,4,3,4,3,4,4,3,5,4,5,5,4,5,4,4,4,3,4,4,4,3,4,4,5,4,4,5,5,6,7,4,3,5,5.25,4.0,3.4,4.0,4.5,4.4,3.8,4.4,6.0,4.0,-0.3333333333333333,1.0
S1-0270,Same-product,1,25,Male,6,5,3,5,3,3,4,4,4,4,6,6,6,6,6,6,2,3,2,6,6,6,4,3,3,3,4,3,4,3,4,5,5,4,5,3,2,4,4,3,3,3,3,3,4,3,4,4,5,5,6,6,5,6,7,7,6,6,5,7,6,3,2,4,3.25,3.5,4.6,3.25,3.0,3.6,5.4,6.4,6.0,3.0,1.0,-0.3333333333333333
S1-0271,Same-product,1,28,Male,6,5,2,4,5,1,5,5,2,4,6,6,6,7,6,7,3,2,1,6,6,7,4,2,3,3,3,2,2,3,6,5,5,5,6,3,2,1,4,2,2,3,3,2,2,3,2,5,5,5,6,5,5,5,6,6,6,6,6,5,6,2,1,2,3.0,2.5,5.4,2.5,2.5,2.4,5.2,5.8,5.666666666666667,1.6666666666666667,1.0,-0.3333333333333333
S1-0272,Similar-product,2,20,Male,4,5,5,6,5,2,5,4,7,5,2,3,2,6,6,6,4,4,4,4,4,4,5,5,6,5,4,4,5,4,5,5,4,5,4,4,2,4,3,4,3,5,3,3,4,4,4,5,5,5,6,5,4,5,4,5,4,5,6,5,5,3,3,3,5.25,4.25,4.6,3.25,3.75,3.6,5.0,4.6,5.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0273,Same-product,1,30,Female,5,5,6,5,2,4,6,4,4,5,4,5,5,6,7,6,2,2,1,5,6,7,3,3,3,3,4,4,3,3,6,5,5,5,5,2,1,1,2,3,3,2,2,1,1,2,1,7,6,5,5,5,5,5,5,5,5,7,5,5,5,3,3,3,3.0,3.5,5.2,1.5,2.5,1.2,5.2,5.4,5.0,3.0,1.0,-0.3333333333333333
S1-0274,Unrelated,0,34,Female,5,5,4,4,3,5,5,5,5,5,2,2,1,2,2,1,2,3,2,3,1,2,6,6,6,6,5,6,6,6,5,5,5,6,6,3,4,2,3,3,2,2,2,1,1,2,2,7,2,1,1,2,1,2,2,2,2,2,4,4,3,4,4,4,6.0,5.75,5.4,3.0,2.25,1.4,1.4,2.0,3.6666666666666665,4.0,-0.3333333333333333,-0.3333333333333333
S1-0275,Superior-alternative,3,40,Male,5,5,5,4,4,4,4,7,4,5,2,2,2,6,7,7,7,7,6,4,4,4,5,5,4,4,4,5,4,5,3,3,4,3,3,6,4,6,6,5,4,5,4,5,5,4,6,4,4,4,4,4,4,6,5,6,4,5,5,5,6,2,4,2,4.5,4.5,3.2,5.5,4.5,4.8,4.0,5.2,5.333333333333333,2.6666666666666665,-0.3333333333333333,1.0
S1-0276,Superior-alternative,3,42,Female,6,6,3,5,4,2,4,6,5,6,1,2,1,6,6,6,6,6,6,5,4,4,4,4,5,5,3,4,4,4,4,5,3,4,5,5,4,5,4,4,6,5,5,3,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,5,4,2,2,2,4.5,3.75,4.2,4.5,5.0,3.6,3.4,3.8,4.333333333333333,2.0,-0.3333333333333333,1.0
S1-0277,Similar-product,2,38,Male,5,5,2,3,4,2,5,4,4,6,2,3,2,5,6,6,4,4,3,4,4,4,5,4,4,5,4,4,3,5,5,5,5,5,4,3,4,3,3,3,3,3,3,3,2,3,4,5,3,5,3,2,3,4,3,4,4,4,5,4,5,2,3,3,4.5,4.0,4.8,3.25,3.0,3.0,3.2,3.8,4.666666666666667,2.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0278,Superior-alternative,3,28,Male,5,5,4,4,4,4,5,5,4,6,1,2,2,6,5,6,5,5,6,5,3,4,5,3,3,4,4,4,4,6,2,2,2,3,4,6,5,5,6,5,4,4,5,5,4,4,6,2,3,4,4,3,2,4,4,5,4,4,4,5,3,5,5,6,3.75,4.5,2.6,5.5,4.5,5.0,3.2,4.2,4.0,5.333333333333333,-0.3333333333333333,1.0
S1-0279,Unrelated,0,24,Male,5,5,5,2,3,1,4,4,5,5,1,1,2,2,3,2,2,2,1,4,3,2,5,4,6,4,5,4,6,5,4,5,4,4,5,3,4,3,3,3,2,2,3,3,3,3,4,5,2,2,3,1,3,1,2,2,1,1,4,4,4,2,3,4,4.75,5.0,4.4,3.25,2.5,3.2,2.2,1.4,4.0,3.0,-0.3333333333333333,-0.3333333333333333
S1-0280,Same-product,1,34,Female,5,7,1,6,4,4,4,4,5,5,6,6,6,6,6,6,3,2,3,5,5,5,4,4,4,3,4,4,4,5,4,5,5,5,4,2,3,4,4,3,3,3,3,5,4,4,4,5,6,6,5,5,5,5,5,5,4,4,4,4,5,1,2,2,3.75,4.25,4.6,3.25,3.0,4.0,5.4,4.6,4.333333333333333,1.6666666666666667,1.0,-0.3333333333333333
S1-0281,Same-product,1,26,Male,5,4,3,4,5,1,5,5,5,5,5,6,6,7,6,7,2,2,2,4,5,5,3,4,4,5,4,4,4,4,4,4,4,3,4,5,3,4,5,4,3,3,3,3,3,3,2,6,5,4,4,5,5,5,5,5,4,6,6,5,6,3,3,4,4.0,4.0,3.8,4.25,3.25,2.6,4.6,5.0,5.666666666666667,3.3333333333333335,1.0,-0.3333333333333333
S1-0282,Same-product,1,18,Female,6,5,4,5,5,1,4,3,4,5,5,5,6,6,6,6,4,2,2,6,6,6,4,3,3,4,3,3,4,4,6,7,6,7,6,3,1,2,3,1,2,2,2,3,3,3,3,6,5,5,6,3,5,5,4,5,5,5,4,6,4,2,2,3,3.5,3.5,6.4,2.25,1.75,2.8,4.8,4.8,4.666666666666667,2.3333333333333335,1.0,-0.3333333333333333
S1-0283,Same-product,1,40,Male,5,5,3,5,6,4,4,5,5,4,5,6,4,7,6,7,3,2,2,6,7,6,5,4,3,4,4,4,5,4,5,5,5,5,4,3,3,3,3,3,3,3,3,2,3,3,2,5,4,5,4,4,4,5,4,5,6,6,3,4,3,4,3,2,4.0,4.25,4.8,3.0,3.0,2.6,4.2,5.2,3.3333333333333335,3.0,1.0,-0.3333333333333333
S1-0284,Same-product,1,27,Female,4,4,4,3,3,2,6,3,5,6,6,6,7,7,7,7,3,3,2,7,5,6,3,4,3,2,3,3,4,3,5,4,4,5,5,3,3,3,2,2,3,3,2,2,2,2,3,6,4,5,5,5,5,6,5,5,5,7,4,4,4,2,3,2,3.0,3.25,4.6,2.75,2.5,2.2,4.8,5.6,4.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0285,Unrelated,0,31,Male,6,4,2,4,4,2,4,4,5,5,2,2,2,2,3,2,2,2,2,2,2,2,5,5,4,5,6,6,6,5,4,5,6,5,5,2,2,4,2,2,3,3,2,1,3,3,2,6,2,3,3,3,3,3,3,3,4,3,5,4,4,4,6,5,4.75,5.75,5.0,2.5,2.5,2.2,2.8,3.2,4.333333333333333,5.0,-0.3333333333333333,-0.3333333333333333
S1-0286,Superior-alternative,3,24,Male,6,5,3,5,3,2,6,3,4,5,2,1,2,6,7,7,5,6,6,4,4,4,5,5,5,5,5,5,5,4,3,3,3,4,3,5,4,5,5,5,5,4,3,5,4,5,5,4,4,4,3,4,4,4,4,4,4,3,4,5,5,4,3,5,5.0,4.75,3.2,4.75,4.25,4.6,3.8,3.8,4.666666666666667,4.0,-0.3333333333333333,1.0
S1-0287,Unrelated,0,30,Male,5,4,4,4,4,5,6,5,3,4,2,2,1,3,3,2,2,2,2,2,2,2,4,5,5,5,4,5,5,6,6,7,5,6,6,2,2,3,3,3,2,3,3,2,3,3,2,6,3,3,2,2,2,3,2,3,2,2,3,2,3,4,4,5,4.75,5.0,6.0,2.5,2.75,2.4,2.4,2.4,2.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0288,Unrelated,0,36,Male,6,5,3,3,3,3,3,3,4,4,3,3,3,3,4,3,2,1,3,3,3,3,6,6,6,6,5,5,6,6,5,5,6,4,5,3,3,3,3,3,1,3,3,3,2,2,2,5,2,1,1,1,1,3,2,2,1,2,5,4,5,5,6,5,6.0,5.5,5.0,3.0,2.5,2.4,1.2,2.0,4.666666666666667,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0289,Unrelated,0,30,Female,6,5,5,4,4,1,5,4,4,4,2,1,1,3,2,1,1,2,2,2,1,1,4,5,5,5,6,5,5,5,6,7,5,6,6,1,2,1,3,2,1,1,1,3,2,2,2,6,3,2,3,2,3,3,3,3,3,4,3,3,4,6,5,5,4.75,5.25,6.0,1.75,1.25,2.2,2.6,3.2,3.3333333333333335,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0290,Same-product,1,31,Male,6,6,2,3,4,3,3,4,5,4,6,6,5,6,7,7,1,2,2,6,5,6,2,2,4,2,2,3,4,3,5,5,4,5,4,3,3,3,3,2,3,2,2,2,3,1,3,6,6,7,6,6,6,5,5,6,6,6,5,5,5,4,1,2,2.5,3.0,4.6,3.0,2.25,2.2,6.2,5.6,5.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0291,Superior-alternative,3,33,Female,6,5,5,5,4,2,6,4,5,5,1,2,1,5,6,5,6,6,6,5,4,5,5,6,5,6,5,5,4,5,2,3,3,3,3,5,5,5,5,5,5,4,5,5,5,4,5,2,3,4,3,3,3,4,3,4,5,4,5,6,6,3,3,3,5.5,4.75,2.8,5.0,4.75,5.0,3.2,4.0,5.666666666666667,3.0,-0.3333333333333333,1.0
S1-0292,Unrelated,0,50,Female,7,5,3,5,4,2,7,3,5,5,2,2,2,3,3,2,2,2,1,2,2,2,4,5,4,5,5,4,4,4,4,4,5,4,4,3,4,1,3,2,1,3,2,3,2,2,2,4,3,3,2,2,2,3,3,3,3,3,4,3,4,5,5,4,4.5,4.25,4.2,2.75,2.0,2.6,2.4,3.0,3.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0293,Unrelated,0,39,Male,5,6,4,5,6,6,5,6,5,5,1,2,1,2,2,2,3,2,2,2,2,2,5,5,4,5,6,6,6,6,5,4,5,6,5,2,3,2,3,3,4,4,3,2,3,2,3,6,3,4,2,3,2,3,4,4,3,4,2,4,2,5,4,4,4.75,6.0,5.0,2.5,3.5,2.4,2.8,3.6,2.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0294,Superior-alternative,3,32,Female,5,6,4,6,4,4,5,4,3,4,2,2,2,7,7,6,5,5,5,4,4,4,4,5,4,4,3,4,5,4,2,3,3,3,4,5,5,5,4,5,5,5,5,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,5,4,5,4,4,3,4.25,4.0,3.0,4.75,5.0,3.8,4.0,3.4,4.666666666666667,3.6666666666666665,-0.3333333333333333,1.0
S1-0295,Superior-alternative,3,24,Female,5,6,3,5,4,3,6,6,4,5,1,1,2,6,6,6,5,6,6,4,4,4,5,4,5,4,5,5,5,5,4,4,3,4,3,6,4,5,6,5,4,5,4,3,3,3,4,4,3,4,3,4,3,5,4,5,4,6,5,6,5,3,3,3,4.5,5.0,3.6,5.25,4.5,3.4,3.4,4.8,5.333333333333333,3.0,-0.3333333333333333,1.0
S1-0296,Unrelated,0,38,Female,7,6,2,4,3,5,5,6,3,3,2,1,1,2,2,2,1,1,1,2,1,2,5,5,5,5,6,5,6,4,6,5,5,6,6,3,3,2,2,2,2,3,4,2,1,1,1,7,2,2,3,2,3,3,4,2,3,3,3,3,2,4,5,3,5.0,5.25,5.6,2.5,2.75,1.2,2.4,3.0,2.6666666666666665,4.0,-0.3333333333333333,-0.3333333333333333
S1-0297,Unrelated,0,22,Female,5,5,3,4,4,1,7,3,5,6,2,2,1,3,2,2,2,2,3,2,2,3,5,5,5,6,5,5,5,6,5,5,5,5,5,3,4,3,3,2,1,2,2,3,3,2,2,6,1,1,1,3,3,3,4,3,1,3,4,4,3,3,3,3,5.25,5.25,5.0,3.25,1.75,2.4,1.8,2.8,3.6666666666666665,3.0,-0.3333333333333333,-0.3333333333333333
S1-0298,Similar-product,2,28,Male,5,5,2,5,4,4,6,4,6,7,2,2,2,6,6,6,3,3,2,5,5,5,6,5,5,5,4,5,3,5,4,3,4,3,4,3,3,2,3,3,4,3,3,3,2,3,2,6,4,2,4,3,3,4,5,5,4,5,5,5,5,5,4,5,5.25,4.25,3.6,2.75,3.25,2.4,3.2,4.6,5.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0299,Unrelated,0,20,Female,7,5,3,5,4,4,7,6,6,4,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,3,4,4,4,5,5,6,5,5,3,3,4,4,2,4,4,3,4,4,3,3,5,4,3,3,3,4,2,1,1,3,1,3,3,3,6,4,6,4.0,3.75,5.2,3.5,3.25,3.4,3.4,1.6,3.0,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0300,Superior-alternative,3,35,Female,6,4,3,3,3,3,6,5,7,4,2,2,2,5,6,6,6,6,6,5,5,5,4,5,4,5,5,4,5,5,3,4,3,4,3,5,5,5,5,4,5,4,3,3,3,4,4,4,4,3,4,3,4,4,4,5,4,4,5,4,5,3,3,3,4.5,4.75,3.4,5.0,4.0,3.6,3.6,4.2,4.666666666666667,3.0,-0.3333333333333333,1.0
S1-0301,Same-product,1,23,Male,5,5,4,7,3,1,5,5,3,4,6,5,6,6,7,7,3,3,3,5,6,6,3,3,3,3,3,3,4,3,5,5,4,5,5,2,3,3,2,2,3,3,2,1,2,1,2,7,5,6,6,6,6,7,6,6,7,7,6,5,6,3,3,3,3.0,3.25,4.8,2.5,2.5,1.4,5.8,6.6,5.666666666666667,3.0,1.0,-0.3333333333333333
S1-0302,Similar-product,2,30,Male,4,5,3,5,4,3,4,3,4,4,2,2,2,6,7,6,3,3,3,5,5,6,4,4,6,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,3,3,5,5,4,4,5,5,5,4,3,5,4,5,4,4,3,3,5,4.75,3.75,4.0,4.0,3.0,2.8,4.6,4.2,4.333333333333333,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0303,Unrelated,0,33,Female,4,4,5,5,5,2,5,4,4,4,2,2,2,2,2,1,2,2,2,3,3,2,6,5,5,6,5,4,6,5,4,4,5,5,5,3,4,2,3,3,3,2,2,2,3,3,2,6,3,3,2,2,3,3,4,4,4,5,4,4,4,3,3,3,5.5,5.0,4.6,3.0,2.5,2.4,2.6,4.0,4.0,3.0,-0.3333333333333333,-0.3333333333333333
S1-0304,Same-product,1,45,Male,5,3,3,3,3,3,6,5,5,6,5,6,6,6,7,7,3,2,2,4,6,5,3,3,3,3,3,3,3,4,7,7,6,6,6,3,4,2,2,3,4,3,3,3,2,3,2,5,5,6,5,6,6,5,5,6,6,6,5,5,6,3,2,2,3.0,3.25,6.4,2.75,3.25,2.6,5.6,5.6,5.333333333333333,2.3333333333333335,1.0,-0.3333333333333333
S1-0305,Similar-product,2,31,Male,6,5,3,6,5,3,5,5,5,4,2,2,2,6,6,5,4,4,4,5,5,5,4,4,4,4,4,4,3,4,5,5,5,4,5,4,3,5,4,4,5,4,5,3,4,3,5,5,4,4,4,4,3,4,5,5,5,3,5,5,5,4,3,3,4.0,3.75,4.8,4.0,4.5,3.6,3.8,4.4,5.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0306,Unrelated,0,41,Female,5,5,5,5,4,4,7,3,6,4,1,1,1,2,2,3,3,3,3,2,2,2,5,3,4,4,4,6,5,5,5,6,5,6,5,1,2,2,2,3,3,3,3,2,2,3,1,6,4,4,3,4,4,3,2,2,2,2,3,4,3,5,4,4,4.0,5.0,5.4,1.75,3.0,2.0,3.8,2.2,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0307,Superior-alternative,3,25,Male,6,6,5,3,5,1,4,4,6,6,1,2,2,6,6,5,5,5,6,4,4,4,5,4,4,5,4,4,4,3,2,5,4,2,4,4,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,4,4,4,5,4,4,4,5,4,5,4,4,4,4.5,3.75,3.4,4.75,4.75,4.2,4.4,4.2,4.666666666666667,4.0,-0.3333333333333333,1.0
S1-0308,Similar-product,2,25,Female,6,5,2,4,3,4,5,4,5,5,1,2,2,6,5,6,3,3,3,3,4,4,3,4,4,3,3,3,4,4,6,5,5,6,5,2,2,3,3,3,2,2,2,3,2,2,2,6,4,5,4,5,5,5,5,4,4,5,6,5,5,3,5,4,3.5,3.5,5.4,2.5,2.25,2.2,4.6,4.6,5.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0309,Unrelated,0,37,Female,5,5,5,6,6,5,4,6,4,6,2,1,1,2,1,2,2,2,2,3,2,2,6,6,5,5,5,6,6,6,5,5,5,5,5,2,3,3,3,3,4,2,4,2,3,2,3,6,2,3,3,4,3,2,2,3,2,3,3,3,2,5,5,5,5.5,5.75,5.0,2.75,3.25,2.4,3.0,2.4,2.6666666666666665,5.0,-0.3333333333333333,-0.3333333333333333
S1-0310,Unrelated,0,18,Male,5,5,4,6,3,2,5,6,5,5,1,1,2,1,2,2,1,2,1,2,3,2,5,4,6,5,5,5,4,6,7,6,5,7,6,3,2,2,3,1,2,2,2,1,2,2,2,7,1,2,3,3,3,3,3,3,4,3,4,3,4,4,4,5,5.0,5.0,6.2,2.5,1.75,1.6,2.4,3.2,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0311,Similar-product,2,24,Female,4,5,1,5,5,4,4,5,5,3,2,1,2,5,5,6,4,3,3,5,4,4,6,4,5,5,3,3,5,5,5,4,7,5,7,3,3,4,3,3,3,4,3,3,2,2,3,5,4,3,3,3,2,4,3,4,4,5,5,4,4,3,3,3,5.0,4.0,5.6,3.25,3.25,2.6,3.0,4.0,4.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0312,Same-product,1,35,Male,4,6,4,3,3,3,5,4,4,6,6,6,6,5,6,5,2,3,2,6,6,6,5,3,4,4,3,4,4,4,3,6,4,5,5,3,2,1,2,3,3,4,3,3,2,3,3,6,5,4,4,4,5,6,4,6,5,6,6,4,4,1,2,2,4.0,3.75,4.6,2.0,3.25,2.6,4.4,5.4,4.666666666666667,1.6666666666666667,1.0,-0.3333333333333333
S1-0313,Superior-alternative,3,34,Male,5,4,4,5,5,3,6,5,4,4,2,2,2,6,6,5,6,6,7,4,5,4,5,5,5,6,5,5,5,5,3,3,3,3,4,6,5,5,5,6,5,5,7,4,4,6,5,2,2,3,3,4,4,4,4,5,5,5,5,5,5,4,4,4,5.25,5.0,3.2,5.25,5.75,5.0,3.2,4.6,5.0,4.0,-0.3333333333333333,1.0
S1-0314,Same-product,1,30,Male,6,6,3,5,5,1,4,3,5,6,5,6,6,5,5,5,3,2,2,6,6,6,3,2,3,4,3,3,3,3,5,4,4,4,5,4,4,3,4,3,3,3,3,2,3,2,2,5,5,5,5,5,5,5,5,4,4,5,4,5,6,3,2,3,3.0,3.0,4.4,3.75,3.0,2.4,5.0,4.6,5.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0315,Same-product,1,30,Female,7,7,3,5,5,5,4,4,4,5,5,7,6,5,6,5,2,1,2,5,6,6,4,4,3,4,4,3,3,5,5,4,5,4,5,4,2,3,3,2,2,2,2,1,3,2,1,6,5,6,5,4,6,6,5,6,5,7,5,6,4,4,3,4,3.75,3.75,4.6,3.0,2.0,1.8,5.2,5.8,5.0,3.6666666666666665,1.0,-0.3333333333333333
S1-0316,Unrelated,0,22,Male,6,5,3,4,3,7,4,4,1,6,2,2,2,3,1,2,2,2,2,3,3,3,5,6,5,6,6,6,6,6,5,5,4,6,5,2,2,2,3,3,2,3,3,2,3,3,3,5,4,2,2,3,3,3,4,3,3,4,3,3,3,3,3,2,5.5,6.0,5.0,2.25,2.75,2.8,2.8,3.4,3.0,2.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0317,Similar-product,2,31,Female,5,5,5,6,4,1,6,4,5,4,2,3,3,5,6,6,3,4,3,5,5,4,4,4,3,4,4,4,3,3,5,4,5,5,5,4,3,5,5,3,3,2,2,2,2,3,3,5,4,3,4,4,5,4,4,3,5,4,5,6,5,3,3,4,3.75,3.5,4.8,4.25,2.5,2.6,4.0,4.0,5.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0318,Same-product,1,25,Female,5,5,3,4,5,4,7,5,5,7,5,5,6,5,5,5,2,1,2,6,5,7,4,2,3,3,4,3,4,5,4,4,5,4,5,3,2,2,2,3,3,3,3,2,3,3,3,5,5,5,5,5,4,6,6,6,7,6,5,5,7,4,3,3,3.0,4.0,4.4,2.25,3.0,2.8,4.8,6.2,5.666666666666667,3.3333333333333335,1.0,-0.3333333333333333
S1-0319,Superior-alternative,3,34,Male,6,4,4,5,4,1,4,5,5,5,2,2,2,6,6,5,5,6,5,5,5,5,5,4,6,5,5,6,4,5,3,3,4,3,3,5,5,4,5,5,5,4,5,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,5,3,2,3,5.0,5.0,3.2,4.75,4.75,4.4,4.0,4.2,4.666666666666667,2.6666666666666665,-0.3333333333333333,1.0
S1-0320,Similar-product,2,42,Male,5,5,3,5,5,1,5,5,4,6,2,3,1,6,6,6,3,3,4,3,4,4,4,5,5,5,4,3,5,4,5,4,4,4,5,3,4,4,3,4,3,2,4,3,3,3,3,5,4,4,4,4,3,4,5,5,4,5,4,4,4,4,5,4,4.75,4.0,4.4,3.5,3.25,3.0,3.8,4.6,4.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0321,Similar-product,2,18,Female,6,4,1,5,3,2,5,4,3,5,2,3,2,6,6,5,4,3,4,4,4,5,4,3,4,4,4,5,5,6,5,4,5,5,5,2,3,2,4,2,3,2,2,3,3,3,3,6,4,4,3,3,4,4,3,3,3,3,4,5,4,3,3,3,3.75,5.0,4.8,2.75,2.25,2.8,3.6,3.2,4.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0322,Similar-product,2,24,Male,6,4,2,3,4,2,5,5,3,3,1,2,1,7,6,7,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,6,4,5,5,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,3,3,4,3,3,3,4,5,6,4,4,4,4.25,4.0,4.8,4.0,3.25,3.8,3.6,3.2,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0323,Unrelated,0,25,Male,6,5,5,3,3,2,6,6,4,4,1,2,2,2,2,2,1,2,2,4,3,2,5,4,4,4,4,4,4,4,6,6,6,6,7,1,1,2,2,2,1,1,1,2,1,2,2,7,2,3,3,1,3,2,1,2,2,1,4,4,5,5,6,6,4.25,4.0,6.2,1.5,1.25,1.6,2.4,1.6,4.333333333333333,5.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0324,Similar-product,2,36,Male,4,4,1,4,5,2,5,3,4,5,2,2,2,5,5,5,3,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,5,5,4,3,2,3,4,5,5,5,4,5,4,5,5,6,5,5,6,5,5,4,4,5,4.0,3.75,4.0,4.0,4.5,3.0,4.6,5.2,5.333333333333333,4.333333333333333,-0.3333333333333333,-0.3333333333333333
